Item Fat Content,Item Identifier,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Total Sales,Rating
Low Fat,FDX40,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.098910759,37.6164,4
Low Fat,FDS40,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.014007727,38.319,4
Low Fat,FDF04,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0,258.3304,4
Low Fat,FDX16,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.06575528,151.505,4
Low Fat,FDF09,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.012138795,39.2848,4
Low Fat,FDU32,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0,120.5414,4
Low Fat,FDK56,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.129889831,185.3898,4
Low Fat,FDP19,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0,129.3652,4
Low Fat,FDY07,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.12150063,46.8402,4
Low Fat,FDM44,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.031023835,104.099,4
Low Fat,FDH32,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.075996742,97.141,4
Low Fat,FDF20,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.033192524,199.0768,4
Low Fat,FDD09,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0,179.9976,4
Low Fat,FDC44,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.172453254,115.1518,4
Low Fat,FDP07,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.08982696,197.111,4
Low Fat,FDY19,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.041330512,115.8466,4
Low Fat,FDM32,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.020587886,89.583,4
Low Fat,DRN35,Hard Drinks,2000,OUT013,Tier 3,High,Supermarket Type1,0.070189131,37.9532,4
Low Fat,DRQ35,Hard Drinks,2000,OUT013,Tier 3,High,Supermarket Type1,0.042256257,124.4388,4
Low Fat,DRN47,Hard Drinks,2000,OUT013,Tier 3,High,Supermarket Type1,0.016812745,180.666,4
Low Fat,DRP47,Hard Drinks,2000,OUT013,Tier 3,High,Supermarket Type1,0.14048631,252.7382,4
Low Fat,DRM23,Hard Drinks,2000,OUT013,Tier 3,High,Supermarket Type1,0.135620265,172.9422,4
Low Fat,NCO05,Health and Hygiene,2000,OUT013,Tier 3,High,Supermarket Type1,0.046520703,97.7384,4
Low Fat,NCX29,Health and Hygiene,2000,OUT013,Tier 3,High,Supermarket Type1,0.089078338,147.1102,4
Low Fat,NCO29,Health and Hygiene,2000,OUT013,Tier 3,High,Supermarket Type1,0.032229348,163.2526,4
Low Fat,NCS05,Health and Hygiene,2000,OUT013,Tier 3,High,Supermarket Type1,0.020960615,133.2942,4
Low Fat,NCW29,Health and Hygiene,2000,OUT013,Tier 3,High,Supermarket Type1,0.028838938,129.331,4
Low Fat,NCV41,Health and Hygiene,2000,OUT013,Tier 3,High,Supermarket Type1,0.017024598,109.8228,4
Low Fat,NCP53,Health and Hygiene,2000,OUT013,Tier 3,High,Supermarket Type1,0.032862976,238.6906,4
Low Fat,NCD42,Health and Hygiene,2000,OUT013,Tier 3,High,Supermarket Type1,0.012627329,38.7506,4
Low Fat,NCJ05,Health and Hygiene,2000,OUT013,Tier 3,High,Supermarket Type1,0.04604992,151.9682,4
Low Fat,NCU41,Health and Hygiene,2000,OUT013,Tier 3,High,Supermarket Type1,0.0520115,190.3846,4
Low Fat,NCL05,Health and Hygiene,2000,OUT013,Tier 3,High,Supermarket Type1,0.047857804,45.077,4
Low Fat,NCX53,Health and Hygiene,2000,OUT013,Tier 3,High,Supermarket Type1,0.014925407,143.4154,4
Low Fat,NCF55,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.021648305,35.6874,4
Low Fat,NCS06,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.031710329,263.091,4
Low Fat,NCP14,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.110197977,104.2306,4
Low Fat,NCH43,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.070510189,214.4192,4
Low Fat,NCT54,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.119436131,94.7094,4
Low Fat,NCD43,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.016006626,105.6964,4
Low Fat,NCE19,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.092937216,54.6956,4
Low Fat,NCK18,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.006692529,164.9184,4
Low Fat,NCJ54,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.060017128,230.8642,4
Low Fat,NCE18,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.021407511,248.175,4
Low Fat,NCZ42,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.011278535,237.0248,4
Low Fat,NCQ06,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.041789718,256.1014,4
Low Fat,NCW18,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.059275452,238.9248,4
Low Fat,NCD18,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.072608647,228.3668,4
Low Fat,NCG55,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.039113587,116.0176,4
Low Fat,NCC30,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.027556247,176.6344,4
Low Fat,NCI55,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.012643035,119.8414,4
Low Fat,NCI42,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.01035692,208.3954,4
Low Fat,NCA30,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.129226104,190.5872,4
Low Fat,NCD30,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.026826919,98.7726,4
Low Fat,NCG30,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.112227747,123.5046,4
Low Fat,NCG43,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.074177667,93.2462,4
Low Fat,NCI30,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.058886477,245.546,4
Low Fat,NCN42,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0,145.6418,4
Low Fat,NCY30,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.02593166,182.5976,4
Low Fat,NCQ42,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.039235527,127.2678,4
Low Fat,NCE54,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.026877471,74.6354,4
Low Fat,NCD54,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.028984804,146.1786,4
Low Fat,FDA39,Meat,2000,OUT013,Tier 3,High,Supermarket Type1,0.012707362,41.0822,4
Low Fat,FDL43,Meat,2000,OUT013,Tier 3,High,Supermarket Type1,0.027041859,77.567,4
Low Fat,FDV39,Meat,2000,OUT013,Tier 3,High,Supermarket Type1,0.007273831,196.6426,4
Low Fat,FDI19,Meat,2000,OUT013,Tier 3,High,Supermarket Type1,0.052295514,242.9512,4
Low Fat,FDH19,Meat,2000,OUT013,Tier 3,High,Supermarket Type1,0.033060937,172.4738,4
Low Fat,NCM07,Others,2000,OUT013,Tier 3,High,Supermarket Type1,0.039928582,83.2908,4
Low Fat,NCM43,Others,2000,OUT013,Tier 3,High,Supermarket Type1,0.019459164,161.621,4
Low Fat,FDH21,Seafood,2000,OUT013,Tier 3,High,Supermarket Type1,0.031199028,159.4604,4
Low Fat,FDL33,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.099879337,195.1452,4
Low Fat,FDQ09,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.058083831,113.6834,4
Low Fat,FDD58,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.05930285,98.77,4
Low Fat,FDK21,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.010003987,250.7408,4
Low Fat,FDA58,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.103664897,233.6932,4
Low Fat,FDW34,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.035549527,244.117,4
Low Fat,FDV09,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.020551458,146.6734,4
Low Fat,FDU22,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0,118.9124,4
Low Fat,FDA21,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.035930784,184.4924,4
Low Fat,FDZ45,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.06682033,198.9084,4
Low Fat,FDN09,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.034845668,242.7828,4
Low Fat,FDY21,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0,195.211,4
Low Fat,FDM33,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.087646694,221.5798,4
Low Fat,FDL34,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.040911824,141.2496,4
Low Fat,FDV45,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.045009952,186.8556,4
Low Fat,FDX45,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.104768536,155.163,4
Low Fat,FDZ10,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.04442649,124.902,4
Low Fat,DRC25,Soft Drinks,2000,OUT013,Tier 3,High,Supermarket Type1,0.045334098,87.0882,4
Low Fat,DRD12,Soft Drinks,2000,OUT013,Tier 3,High,Supermarket Type1,0.077129323,92.7146,4
Low Fat,DRE48,Soft Drinks,2000,OUT013,Tier 3,High,Supermarket Type1,0.017311312,197.8768,4
Low Fat,DRH13,Soft Drinks,2000,OUT013,Tier 3,High,Supermarket Type1,0.023866079,107.128,4
Low Fat,DRK12,Soft Drinks,2000,OUT013,Tier 3,High,Supermarket Type1,0.041851461,31.49,4
Low Fat,DRN37,Soft Drinks,2000,OUT013,Tier 3,High,Supermarket Type1,0.096217262,168.5158,4
Low Fat,DRA12,Soft Drinks,2000,OUT013,Tier 3,High,Supermarket Type1,0.040911824,142.3154,4
Low Fat,DRB25,Soft Drinks,2000,OUT013,Tier 3,High,Supermarket Type1,0.069401919,107.9938,4
Low Fat,DRD13,Soft Drinks,2000,OUT013,Tier 3,High,Supermarket Type1,0.049038621,65.4168,4
Low Fat,DRM37,Soft Drinks,2000,OUT013,Tier 3,High,Supermarket Type1,0.096317593,197.3768,4
Low Fat,DRD60,Soft Drinks,2000,OUT013,Tier 3,High,Supermarket Type1,0.037201127,181.7634,4
Low Fat,DRI25,Soft Drinks,2000,OUT013,Tier 3,High,Supermarket Type1,0.03387323,56.1614,4
Low Fat,DRE49,Soft Drinks,2000,OUT013,Tier 3,High,Supermarket Type1,0.021232318,151.1024,4
Low Fat,FDC35,Starchy Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.122735471,205.2638,4
Low Fat,FDA34,Starchy Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.01484819,172.108,4
Low Fat,FDG47,Starchy Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.069560905,263.0252,4
Low Fat,FDD11,Starchy Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.030591255,251.404,4
Low Fat,FDH35,Starchy Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.060198496,162.9526,4
Low Fat,FDC11,Starchy Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.141674844,90.7172,4
Low Fat,FDF47,Starchy Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.097536998,225.3746,4
Regular,FDI60,Baking Goods,2000,OUT013,Tier 3,High,Supermarket Type1,0.03828933,64.751,4
Regular,FDM60,Baking Goods,2000,OUT013,Tier 3,High,Supermarket Type1,0,39.3138,4
Regular,FDO48,Baking Goods,2000,OUT013,Tier 3,High,Supermarket Type1,0.02681843,219.7456,4
Regular,FDV12,Baking Goods,2000,OUT013,Tier 3,High,Supermarket Type1,0.06082402,98.7384,4
Regular,FDZ23,Baking Goods,2000,OUT013,Tier 3,High,Supermarket Type1,0.067446626,184.724,4
Regular,FDJ60,Baking Goods,2000,OUT013,Tier 3,High,Supermarket Type1,0.062476391,164.5184,4
Regular,FDQ59,Breads,2000,OUT013,Tier 3,High,Supermarket Type1,0.056339618,84.2908,4
Regular,FDP49,Breakfast,2000,OUT013,Tier 3,High,Supermarket Type1,0.069031467,55.0614,4
Regular,FDR37,Breakfast,2000,OUT013,Tier 3,High,Supermarket Type1,0.06619442,184.4292,4
Regular,FDR01,Canned,2000,OUT013,Tier 3,High,Supermarket Type1,0.053576661,200.5742,4
Regular,FDM38,Canned,2000,OUT013,Tier 3,High,Supermarket Type1,0.092694107,53.6982,4
Regular,FDN38,Canned,2000,OUT013,Tier 3,High,Supermarket Type1,0.091895319,248.6408,4
Regular,FDZ01,Canned,2000,OUT013,Tier 3,High,Supermarket Type1,0.009051307,103.099,4
Regular,FDU37,Canned,2000,OUT013,Tier 3,High,Supermarket Type1,0.104421237,80.196,4
Regular,FDB02,Canned,2000,OUT013,Tier 3,High,Supermarket Type1,0.029140008,176.337,4
Regular,FDF38,Canned,2000,OUT013,Tier 3,High,Supermarket Type1,0.02633607,40.6138,4
Regular,FDM50,Canned,2000,OUT013,Tier 3,High,Supermarket Type1,0.030064132,58.022,4
Regular,FDE14,Canned,2000,OUT013,Tier 3,High,Supermarket Type1,0.031418984,99.27,4
Regular,FDC14,Canned,2000,OUT013,Tier 3,High,Supermarket Type1,0.041214746,42.0454,4
Regular,FDY37,Canned,2000,OUT013,Tier 3,High,Supermarket Type1,0.026546765,142.147,4
Regular,FDH26,Canned,2000,OUT013,Tier 3,High,Supermarket Type1,0.03467086,141.8496,4
Regular,FDW02,Dairy,2000,OUT013,Tier 3,High,Supermarket Type1,0.037668051,126.7704,4
Regular,FDA26,Dairy,2000,OUT013,Tier 3,High,Supermarket Type1,0.073858923,218.6482,4
Regular,FDC03,Dairy,2000,OUT013,Tier 3,High,Supermarket Type1,0.071786706,193.3794,4
Regular,FDT14,Dairy,2000,OUT013,Tier 3,High,Supermarket Type1,0.127620811,119.244,4
Regular,FDB04,Dairy,2000,OUT013,Tier 3,High,Supermarket Type1,0.063173691,86.1856,4
Regular,FDW26,Dairy,2000,OUT013,Tier 3,High,Supermarket Type1,0.106968096,221.6772,4
Regular,FDD52,Dairy,2000,OUT013,Tier 3,High,Supermarket Type1,0.183142346,110.357,4
Regular,FDV26,Dairy,2000,OUT013,Tier 3,High,Supermarket Type1,0.076097073,193.5794,4
Regular,FDD41,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.087187488,105.5306,4
Regular,FDY28,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.152024355,211.8218,4
Regular,FDR40,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.008027701,81.1618,4
Regular,FDL28,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.063121982,231.7668,4
Regular,FDO52,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.077100381,172.4106,4
Regular,FDJ40,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.049547993,108.6912,4
Regular,FDI16,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.135662712,52.064,4
Regular,FDF29,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.019917598,129.431,4
Regular,FDY40,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.085763562,49.0692,4
Regular,FDV28,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.159595473,32.8558,4
Regular,FDW16,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.041439718,93.7804,4
Regular,FDR31,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.049121972,144.6102,4
Regular,FDQ19,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.014353174,242.6512,4
Regular,FDT19,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.14492016,174.708,4
Regular,FDV44,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.039811272,191.3188,4
Regular,FDW44,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.035121963,168.6448,4
Regular,FDH56,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.063764099,113.8492,4
Regular,FDM08,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0,225.1088,4
Regular,FDR55,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.131973625,187.9872,4
Regular,FDT55,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.043618827,156.7946,4
Regular,FDC09,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.026280116,102.3332,4
Regular,FDY56,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.062359467,224.0062,4
Regular,FDU20,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.021439694,119.7098,4
Regular,FDC57,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.054549098,193.782,4
Regular,FDP08,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.112316501,193.9478,4
Regular,FDW03,Meat,2000,OUT013,Tier 3,High,Supermarket Type1,0.024520854,102.8306,4
Regular,FDS15,Meat,2000,OUT013,Tier 3,High,Supermarket Type1,0.077995641,107.1596,4
Regular,FDQ03,Meat,2000,OUT013,Tier 3,High,Supermarket Type1,0.077949334,238.7248,4
Regular,FDX03,Meat,2000,OUT013,Tier 3,High,Supermarket Type1,0.061045133,44.7744,4
Regular,FDL03,Meat,2000,OUT013,Tier 3,High,Supermarket Type1,0.027058066,194.811,4
Regular,FDN33,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.12301331,93.2436,4
Regular,FDU57,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.089479661,148.6708,4
Regular,FDG46,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.032882271,113.5518,4
Regular,FDM45,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.088121336,119.7756,4
Regular,FDZ57,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.03773288,128.2994,4
Regular,FDO21,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.009754896,223.0404,4
Regular,FDW46,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.070243155,65.7484,4
Regular,FDN58,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.056825065,230.9984,4
Regular,FDL21,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.007140468,40.848,4
Regular,FDS22,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.023135131,44.8428,4
Regular,FDL09,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.127929521,167.4816,4
Regular,FDS21,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.020858779,62.8194,4
low fat,FDM39,Dairy,2000,OUT013,Tier 3,High,Supermarket Type1,0.053426165,178.7002,4
low fat,FDD51,Dairy,2000,OUT013,Tier 3,High,Supermarket Type1,0.119852889,44.9744,4
low fat,FDD39,Dairy,2000,OUT013,Tier 3,High,Supermarket Type1,0.070096518,217.885,4
low fat,NCC43,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.092705683,251.9066,4
low fat,FDD46,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.14113846,155.0998,4
low fat,FDE47,Starchy Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.037877202,124.0046,4
reg,FDF10,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.156797787,148.6418,4
LF,FDO50,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0,90.2804,4
LF,FDY50,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.131489269,89.7172,4
LF,DRI39,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.097457483,55.393,4
LF,FDR02,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.022155562,109.5886,4
LF,FDT40,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.096185556,127.1678,4
LF,NCT05,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.021037197,255.9672,4
LF,NCQ06,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.041994899,254.7014,4
LF,NCF18,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.089345074,191.9504,4
LF,NCO55,Others,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.091408076,108.9938,4
LF,FDJ45,Seafood,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.073709686,35.1216,4
LF,FDP34,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.137786856,157.763,4
LF,DRD12,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.077508015,92.3146,4
LF,DRN37,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.096689673,168.0158,4
Low Fat,FDV24,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.103693024,149.905,4
Low Fat,FDU36,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.046459438,100.5384,4
Low Fat,FDX23,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.029812714,95.4436,4
Low Fat,FDA11,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.043414959,93.1436,4
Low Fat,FDG24,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.01469075,84.725,4
Low Fat,FDD48,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.030281543,116.3176,4
Low Fat,FDT60,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.075856062,124.5388,4
Low Fat,FDD36,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.02136022,120.4124,4
Low Fat,FDY48,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.023831558,103.1332,4
Low Fat,FDR60,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.130946374,76.7328,4
Low Fat,FDX60,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.080922439,80.096,4
Low Fat,FDQ24,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.073966786,250.5724,4
Low Fat,FDX59,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.051871718,35.3558,4
Low Fat,FDV47,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.054428368,84.9566,4
Low Fat,FDH38,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.010480751,116.5808,4
Low Fat,FDS13,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0,263.1884,4
Low Fat,FDT49,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.15202235,106.628,4
Low Fat,FDG50,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.015334003,92.7146,4
Low Fat,FDT25,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.050957715,122.4072,4
Low Fat,FDX13,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.047977607,249.5092,4
Low Fat,FDK50,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.028478742,161.8894,4
Low Fat,FDR49,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.139795569,47.2376,4
Low Fat,FDS49,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.079668739,79.6644,4
Low Fat,FDI14,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.090043082,140.1496,4
Low Fat,FDP25,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.021293909,218.4824,4
Low Fat,FDA13,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.078874948,37.4506,4
Low Fat,FDL26,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.073490977,157.3972,4
Low Fat,FDD50,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.142219209,167.6132,4
Low Fat,DRI03,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.022796178,178.1028,4
Low Fat,FDM39,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.053688479,178.3002,4
Low Fat,FDC39,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.159843921,206.6296,4
Low Fat,DRH15,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.110359004,42.7428,4
Low Fat,DRE15,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.017857847,77.5012,4
Low Fat,DRG03,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.062239081,154.2998,4
Low Fat,FDD39,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.07044068,216.885,4
Low Fat,FDC15,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.178694026,158.9288,4
Low Fat,FDO16,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.015169739,82.225,4
Low Fat,FDU52,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.064030636,154.463,4
Low Fat,FDE16,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.026451028,210.3954,4
Low Fat,FDO04,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.026645307,53.5614,4
Low Fat,FDL40,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.011660463,96.541,4
Low Fat,FDJ04,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.124959013,116.5124,4
Low Fat,FDW28,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.089186083,194.3452,4
Low Fat,FDO32,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.121034655,47.506,4
Low Fat,FDQ56,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.106027474,83.9908,4
Low Fat,FDA20,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.066892471,186.424,4
Low Fat,FDV08,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.028711412,39.9454,4
Low Fat,FDP56,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.046673494,48.4692,4
Low Fat,FDD08,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.03549838,36.6506,4
Low Fat,FDX44,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.043141572,90.4172,4
Low Fat,FDA43,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.064939211,194.1794,4
Low Fat,FDY07,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0,45.2402,4
Low Fat,FDW08,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.148986013,106.528,4
Low Fat,FDM44,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.031176157,103.099,4
